a,b,correct,expected,max_operand_digits,model,predicted,seed,split
35573442959507614509,90027993693355739,False,35663470953200970248,20,baseline,1454554444445555454555,307,ood_long
4962350637596127,182267946515104,False,5144618584111231,16,baseline,600000000005050350,307,ood_long
5954897518694402,423656114477630,False,6378553633172032,16,baseline,576566666665609704,307,ood_long
4388335226901292,551177844970402,False,4939513071871694,16,baseline,753333333353532433,307,ood_long
7839899652716108,206377895892479,False,8046277548608587,16,baseline,667767677770097016,307,ood_long
8835589060555726,304144802134070,False,9139733862689796,16,baseline,600000020205050555,307,ood_long
1710037089527186,161297226615743,False,1871334316142929,16,baseline,277777772271072211,307,ood_long
5298057361221039,826302846042143,False,6124360207263182,16,baseline,677752522266560160,307,ood_long
3803432425903317,194595118888264,False,3998027544791581,16,baseline,923232333333333333,307,ood_long
5280721799432025,304208361716757,False,5584930161148782,16,baseline,222222222272222727,307,ood_long
2314578767427083,714028127772282,False,3028606895199365,16,baseline,277777777777777777,307,ood_long
5465005236592255,890669726775740,False,6355674963367995,16,baseline,655455555555600505,307,ood_long
3201147264342124,312300149178834,False,3513447413520958,16,baseline,222222422272324241,307,ood_long
6409097805573222,808146355533905,False,7217244161107127,16,baseline,677555555560000000,307,ood_long
9324225368901137,386886793874191,False,9711112162775328,16,baseline,663535352625252263,307,ood_long
3587173617179768,436087073169763,False,4023260690349531,16,baseline,673556777777777777,307,ood_long
3700992363482864,784540507019645983,False,788241499383128847,18,baseline,62222222222222222222,307,ood_long
1678174254736872,839630698012212551,False,841308872266949423,18,baseline,67464617472374747772,307,ood_long
7729308217464240,909535600350938205,False,917264908568402445,18,baseline,62210222202000222222,307,ood_long
9761208223033615,157712268011306452,False,167473476234340067,18,baseline,67107772020000100000,307,ood_long
6176478092266550,150210063652807378,False,156386541745073928,18,baseline,61671717070706666667,307,ood_long
3126139070293046,346772689363998075,False,349898828434291121,18,baseline,91313131303030312220,307,ood_long
3663273498513066,363598491198383557,False,367261764696896623,18,baseline,64634646437433444444,307,ood_long
7293239951811629,102952871730399005,False,110246111682210634,18,baseline,15242520040303444440,307,ood_long
9983456880991430,654697243010979394,False,664680699891970824,18,baseline,66666666656065666766,307,ood_long
3532948346171672,312419228654582103,False,315952177000753775,18,baseline,63445434444444444444,307,ood_long
8404953911788771,983365710416561094,False,991770664328349865,18,baseline,74444445052666560006,307,ood_long
1846960959106373,497872918893730179,False,499719879852836552,18,baseline,61111116060606111110,307,ood_long
2081828769456067,626189917189874146,False,628271745959330213,18,baseline,62727777777777777777,307,ood_long
1114550865063543,541088339224216652,False,542202890089280195,18,baseline,61616161505066661160,307,ood_long
3838734255779200,414855878218310323,False,418694612474089523,18,baseline,63443434443244433337,307,ood_long
5411422813825649621,7739698738253452,False,5419162512563903073,19,baseline,722222222222222222222,307,ood_long
6235684478427722097,9933424496705163,False,6245617902924427260,19,baseline,745524544444444444444,307,ood_long
4323635415542632465,2151568768550150,False,4325786984311182615,19,baseline,744435454545443334354,307,ood_long
8527082692357779411,4904578743612835,False,8531987271101392246,19,baseline,722222222222222222222,307,ood_long
3271718681189831267,4181773673395329,False,3275900454863226596,19,baseline,122222771010122222777,307,ood_long
1839390709010661840,3818546199667136,False,1843209255210328976,19,baseline,111111000000001110000,307,ood_long
8374061575324674101,3799794888872882,False,8377861370213546983,19,baseline,622222266666666777166,307,ood_long
8915300395516369885,3861508323299477,False,8919161903839669362,19,baseline,111111100000111111001,307,ood_long
2579847683948578685,5826499266658254,False,2585674183215236939,19,baseline,747477774777474577777,307,ood_long
1427140049168621216,2056134123132796,False,1429196183291754012,19,baseline,111111101000111111000,307,ood_long
3899590087701796715,3829976967046939,False,3903420064668843654,19,baseline,101020000000000000000,307,ood_long
6198581850452319278,9198658174762246,False,6207780508627081524,19,baseline,112121010101011110101,307,ood_long
9443021705751886160,2584588270748743,False,9445606294022634903,19,baseline,222222222222222332222,307,ood_long
4692400875233136114,9841366037520017,False,4702242241270656131,19,baseline,600000000000000000000,307,ood_long
4295698604190731231,1270503853998432,False,4296969108044729663,19,baseline,622727200000000000000,307,ood_long
2201607531102244518,3433186219080046,False,2205040717321324564,19,baseline,227272760600060000070,307,ood_long
2078392710787956586,253336093284268,False,2078646046881240854,19,baseline,222222222222222222222,307,ood_long
6008505731081984814,323261755765834,False,6008828992837750648,19,baseline,600000000000000000000,307,ood_long
2262991191615362376,910805006849236,False,2263901996622211612,19,baseline,111111111010011122211,307,ood_long
6684577982793772143,949663681963975,False,6685527646475736118,19,baseline,677777777777777777777,307,ood_long
1145703451043515754,219258707917429,False,1145922709751433183,19,baseline,051410040400000041400,307,ood_long
3404606730763099608,598351845921441,False,3405205082609021049,19,baseline,037303770060060033000,307,ood_long
3167514818998162438,671723721853463,False,3168186542720015901,19,baseline,141415141010141414100,307,ood_long
7886695039000975028,286350515500556,False,7886981389516475584,19,baseline,656566666060656666666,307,ood_long
5076463553098749535,385478317883497,False,5076849031416633032,19,baseline,606060666606064060706,307,ood_long
7564799570268014366,205341636444978,False,7565004911904459344,19,baseline,655555555000706066060,307,ood_long
5763593363950596740,340484359331704,False,5763933848309928444,19,baseline,974747464439305666633,307,ood_long
6953566563229740491,780107814311305,False,6954346671044051796,19,baseline,666777666666666666666,307,ood_long
4214514950492846100,636388920152733,False,4215151339412998833,19,baseline,145425254510144444455,307,ood_long
8403506528327912263,695760293713470,False,8404202288621625733,19,baseline,256176666606666660666,307,ood_long
6090488444648963830,108001665353911,False,6090596446314317741,19,baseline,494040049404044444444,307,ood_long
4202636487760697941,325892998175592,False,4202962380758873533,19,baseline,743424247477743333770,307,ood_long
7685351662925130570,654914277515424,False,7686006577202645994,19,baseline,666666666662666666666,307,ood_long
7343523699150071491,870518256052615,False,7344394217406124106,19,baseline,633333332323233333370,307,ood_long
1790638973261079517,600822918412671,False,1791239796179492188,19,baseline,697377797000739797870,307,ood_long
6422378562173643368,685519742484272,False,6423064081916127640,19,baseline,667776762727777626277,307,ood_long
8180423853201846429,389909606794321,False,8180813762808640750,19,baseline,273333733232333131373,307,ood_long
3070619566346835099,244872783227210,False,3070864439130062309,19,baseline,600000060010161000000,307,ood_long
1398177736541746415,168567841711438,False,1398346304383457853,19,baseline,677777777777777777777,307,ood_long
2525328312578353556,444038168421708,False,2525772350746775264,19,baseline,222222222222222222222,307,ood_long
168897291247089,998447922142828,False,1167345213389917,15,baseline,122262627262272708,307,ood_long
844925170236767,877770386236087,False,1722695556472854,15,baseline,662525262626525226,307,ood_long
405256118089564,697379480254954,False,1102635598344518,15,baseline,650000000005051555,307,ood_long
181800973305709,988732067336022,False,1170533040641731,15,baseline,016111111110100000,307,ood_long
740472980758976,785168074851691,False,1525641055610667,15,baseline,727240077772007777,307,ood_long
729914504884411,511318554067573,False,1241233058951984,15,baseline,152525252225555100,307,ood_long
767579170579167,638433693286897,False,1406012863866064,15,baseline,666666767667172777,307,ood_long
393128684093207,639265273256936,False,1032393957350143,15,baseline,777777777777777777,307,ood_long
465245377312636,812224225973344,False,1277469603285980,15,baseline,734656546665555546,307,ood_long
945491940539891,588343395838545,False,1533835336378436,15,baseline,944445551545550044,307,ood_long
437599328098338,847099730645811,False,1284699058744149,15,baseline,723333333333230939,307,ood_long
248025768157829,952039731376943,False,1200065499534772,15,baseline,277777777777766767,307,ood_long
542630165066226,919724331583141,False,1462354496649367,15,baseline,616555166666102066,307,ood_long
512348997675497,382158072451980,False,894507070127477,15,baseline,241112514121424424,307,ood_long
743021608253084,361833599621277,False,1104855207874361,15,baseline,661626266262612122,307,ood_long
501483202726907,623028916508711,False,1124512119235618,15,baseline,671000000101202322,307,ood_long
624797542870657,100943748535161,False,725741291405818,15,baseline,656625666626562707,307,ood_long
272771483320356300,720042399426034047,False,992813882746390347,18,baseline,142424241014422224242,307,ood_long
202182283562178941,462616499905754449,False,664798783467933390,18,baseline,222222222222222222222,307,ood_long
445490332622170265,155474113741738572,False,600964446363908837,18,baseline,744444443000444444044,307,ood_long
367776776765429894,439309682498345699,False,807086459263775593,18,baseline,777777777777777777777,307,ood_long
265786683975237381,824894310234793324,False,1090680994210030705,18,baseline,667666666666666666666,307,ood_long
329161593436275172,541553296184885936,False,870714889621161108,18,baseline,152525551066522226662,307,ood_long
799188229339502214,609727011623874315,False,1408915240963376529,18,baseline,627272222222239322222,307,ood_long
392869342763459917,468802996356066357,False,861672339119526274,18,baseline,173434443334444444444,307,ood_long
707510118215781517,821294958895014987,False,1528805077110796504,18,baseline,711111111111100001111,307,ood_long
379594952003962573,988777622354764217,False,1368372574358726790,18,baseline,144254545044444444544,307,ood_long
392456178959752117,809370573548274293,False,1201826752508026410,18,baseline,627272726666233327172,307,ood_long
769841765269305390,303243396633000490,False,1073085161902305880,18,baseline,677777777607777777777,307,ood_long
814725560748083766,437220972172567421,False,1251946532920651187,18,baseline,666666666666666666666,307,ood_long
669618052553816914,29167263062158,False,669647219816879072,18,baseline,60600000000001160000,307,ood_long
377210964345925011,93290699648164,False,377304255045573175,18,baseline,97777122271101020227,307,ood_long
592540943587554406,27776047146660,False,592568719634701066,18,baseline,55555566655055555552,307,ood_long
382469405401951947,22833534480366,False,382492238936432313,18,baseline,04842425254242606622,307,ood_long
932278964618835932,25797577312357,False,932304762196148289,18,baseline,73333333322277777733,307,ood_long
259013808404833016,74954887587377,False,259088763292420393,18,baseline,72222222222030132222,307,ood_long
801130964307594159,57892692033117,False,801188856999627276,18,baseline,11000000010000000010,307,ood_long
